name; nat_dex_id; type1; type2; egg_group1; egg_group2; height; weight; male_ratio; classification; capture_rate; egg_steps; exp_growth; ev; color; sz_flee_rate; ability; base_happiness; base_atk; base_def; base_spatk; base_spdef; base_speed; base_hp; damage_normal; damage_fire; damage_water; damage_grass; damage_electric; damage_ice; damage_fighting; damage_poison; damage_ground; damage_flying; damage_psychic; damage_bug; damage_rock; damage_ghost; damage_dragon; damage_dark; damage_steel; dex_entry_diamond; dex_entry_pearl; dex_entry_platinum; dex_entry_HG; dex_entry_SS; 
Seaking; 119; Water; None; Water 2; Water 2; 1.3; 39.0; 50.0; Goldfish Pokémon; 60; 5120; 1000000; 2 Attack Point(s); Red; 60; Swift Swim; 70; 140 - 187; 270 - 364; 140 - 187; 270 - 364; 140 - 187; 80; 1.0; 0.5; 0.5; 2.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; It makes its nest by hollowing out boulders in streams with its horn. It defends its eggs with its life.; To protect its family, it will fight with its drill-sharp horn. It lives in hollowed rocks in streams.; In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors.; During spawning season, SEAKING gather from all over, causing rivers to appear a brilliant red.; Using its horn, it bores holes in riverbed boulders, making nests to prevent its eggs from washing away.; 
Staryu; 120; Water; None; Water 3; Water 3; 0.8; 34.5; None; Starshape Pokémon; 225; 5120; 1250000; 1 Speed Point(s); Brown; 0; Illuminate; 70; 90 - 137; 170 - 264; 90 - 137; 170 - 264; 90 - 137; 30; 1.0; 0.5; 0.5; 2.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; If its body is torn, it can grow back if the red core remains. The core flashes at midnight.; If its body is torn, it can grow back if the red core remains. The core flashes at midnight.; If its body is torn, it can grow back if the red core remains. The core flashes at midnight.; At night, the middle of its body slowly flickers with the same rhythm as a human heartbeat.; Even if its body is torn, it can regenerate as long as the glowing central core remains intact.; 
Starmie; 121; Water; Psychic; Water 3; Water 3; 1.1; 80.0; None; Mysterious Pokémon; 60; 5120; 1250000; 2 Speed Point(s); Purple; 0; Illuminate; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 1.0; 0.5; 0.5; 2.0; 2.0; 0.5; 0.5; 1.0; 1.0; 1.0; 0.5; 2.0; 1.0; 2.0; 1.0; 2.0; 0.5; At the center of its body is a red core, which sends mysterious radio signals into the night sky.; At the center of its body is a red core, which sends mysterious radio signals into the night sky.; At the center of its body is a red core, which sends mysterious radio signals into the night sky.; The middle section of its body is called the core. It glows in a different color each time it is seen.; Regardless of the environment it lives in, its body grows to form a symmetrical geometric shape.; 
Mr. Mime; 122; Psychic; Fairy; HumanShape; HumanShape; 1.3; 54.5; 50.0; Barrier Pokémon; 45; 6400; 1000000; 2 Sp. Defense Point(s); Pink; 90; Soundproof; 70; 100 - 147; 190 - 284; 100 - 147; 190 - 284; 100 - 147; 40; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 0.5; 2.0; 1.0; 2.0; 1.0; 2.0; 1.0; It is a pantomime expert that can create invisible but solid walls using miming gestures.; Emanations from its fingertips solidify the air into invisible walls that repel even harsh attacks.; It shapes an invisible wall in midair by minutely vibrating its fingertips to stop molecules in the air.; A skilled mime from birth, it gains the ability to create invisible objects as it matures.; Its fingertips emit a peculiar force field that hardens air to create an actual wall.; 
Scyther; 123; Bug; Flying; Bug; Bug; 1.5; 56.0; 50.0; Mantis Pokémon; 45; 6400; 1000000; 1 Attack Point(s); Green; 0; Swarm; 70; 130 - 177; 250 - 344; 130 - 177; 250 - 344; 130 - 177; 70; 1.0; 2.0; 1.0; 0.25; 2.0; 2.0; 0.25; 1.0; 0.0; 2.0; 1.0; 0.5; 4.0; 1.0; 1.0; 1.0; 1.0; It is nearly impossible to parry its attacking scythes. Its movements are like a ninjas.; It is nearly impossible to parry its attacking scythes. Its movements are like a ninjas.; The sharp scythes on its forearms become increasingly sharp by cutting through hard objects.; It slashes through grass with its sharp scythes, moving too fast for the human eye to track.; When it moves, it leaves only a blur. If it hides in grass, its protective coloration makes it invisible.; 
Jynx; 124; Ice; Psychic; HumanShape; HumanShape; 1.4; 40.6; 0.0; Humanshape Pokémon; 45; 6400; 1000000; 2 Sp. Attack Point(s); Red; 0; Oblivious; 70; 125 - 172; 240 - 334; 125 - 172; 240 - 334; 125 - 172; 65; 1.0; 2.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 1.0; 0.5; 2.0; 2.0; 2.0; 1.0; 2.0; 2.0; Its cries sound like human speech. However, it is impossible to tell what it is trying to say.; Its cries sound like human speech. However, it is impossible to tell what it is trying to say.; Its cries sound like human speech. However, it is impossible to tell what it is trying to say.; It rocks its body rhythmically. It appears to alter the rhythm depending on how it is feeling.; It speaks a language similar to that of humans. However, it seems to use dancing to communicate.; 
Electabuzz; 125; Electric; None; HumanShape; HumanShape; 1.1; 30.0; 75.0; Electric Pokémon; 45; 6400; 1000000; 2 Speed Point(s); Yellow; 120; Static; 70; 125 - 172; 240 - 334; 125 - 172; 240 - 334; 125 - 172; 65; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; Half of all blackouts occur when this Pokmon appears at power plants and eats electricity.; Half of all blackouts occur when this Pokmon appears at power plants and eats electricity.; It windmills its arms to slightly boost its punches. Foes have been known to escape in the meantime.; Electricity runs across the surface of its body. In darkness, its entire body glows a whitish-blue.; Its body constantly discharges electricity. Getting close to it will make your hair stand on end.; 
Magmar; 126; Fire; None; HumanShape; HumanShape; 1.3; 44.5; 75.0; Spitfire Pokémon; 45; 6400; 1000000; 2 Sp. Attack Point(s); Red; 90; Flame Body; 70; 125 - 172; 240 - 334; 125 - 172; 240 - 334; 125 - 172; 65; 1.0; 0.5; 2.0; 0.5; 1.0; 0.5; 1.0; 1.0; 2.0; 1.0; 1.0; 0.5; 2.0; 1.0; 1.0; 1.0; 0.5; Born in the spout of a volcano, its body is covered by flames that shimmer like the sun.; Born in the spout of a volcano, its body is covered by flames that shimmer like the sun.; When it breathes deeply, heat waves form around its body, making it hard to see clearly.; It dislikes cold places, so it blows scorching flames to make the environment suitable for itself.; The fiery surface of its body gives off a wavering, rippling glare that is similar to the sun.; 
Pinsir; 127; Bug; Flying; Bug; Bug; 1.7; 59.0; 50.0; Stagbeetle Pokémon; 45; 6400; 1250000; 2 Attack Point(s); Brown; 0; Hyper Cutter; 70; 125 - 172; 240 - 334; 125 - 172; 240 - 334; 125 - 172; 65; 1.0; 2.0; 1.0; 0.5; 1.0; 1.0; 0.5; 1.0; 0.5; 2.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; It grips prey with its pincers until the prey is torn in half. What it cant tear, it tosses far.; It grips prey with its pincers until the prey is torn in half. What it cant tear, it tosses far.; It grips prey with its pincers until the prey is torn in half. What it cant tear, it tosses far.; With its pincer horns, it digs burrows to sleep in at night. In the morning, damp soil clings to its body.; It swings its long pincer horns wildly to attack. During cold periods, it hides deep in forests.; 
Tauros; 128; Normal; None; Ground; Ground; 1.4; 88.4; 100.0; Wild Bull Pokémon; 45; 5120; 1250000; 1 Attack Point(s) 1 Speed Point(s); Brown; 90; Intimidate; 70; 135 - 182; 260 - 354; 135 - 182; 260 - 354; 135 - 182; 75; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature.; Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature.; Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature.; They fight each other by locking horns. The herds protector takes pride in its battle-scarred horns.; After heightening its will to fight by whipping itself with its three tails, it charges at full speed.; 
Magikarp; 129; Water; None; Water 2; Dragon; 0.9; 10.0; 50.0; Fish Pokémon; 255; 1280; 1250000; 1 Speed Point(s); Red; 90; Swift Swim; 70; 80 - 127; 150 - 244; 80 - 127; 150 - 244; 80 - 127; 20; 1.0; 0.5; 0.5; 2.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; It is said to be the worlds weakest Pokmon. No one knows why it has managed to survive.; It is unable to swim against even slow-moving currents. It always splashes about for some reason.; A MAGIKARP living for many years can leap a mountain using Splash. The move remains useless, though.; An underpowered, pathetic Pokmon. It may jump high on rare occasions, but usually not more than seven feet.; For no reason, it jumps and splashes about, making it easy for predators like PIDGEOTTO to catch it mid-jump.; 
Gyarados; 130; Water; Dark; Water 2; Dragon; 6.5; 305.0; 50.0; Atrocious Pokémon; 45; 1280; 1250000; 2 Attack Point(s); Blue; 60; Intimidate; 70; 155 - 202; 300 - 394; 155 - 202; 300 - 394; 155 - 202; 95; 1.0; 0.5; 0.5; 1.0; 4.0; 1.0; 0.5; 1.0; 0.0; 1.0; 1.0; 0.5; 2.0; 1.0; 1.0; 1.0; 0.5; Once it appears, its rage never settles until it has razed the fields and mountains around it.; In ancient literature, there is a record of a GYARADOS that razed a village when violence flared.; Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm.; They say that during past strife, GYARADOS would appear and leave blazing ruins in its wake.; Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it.; 
Lapras; 131; Water; Ice; Monster; Water 1; 2.5; 220.0; 50.0; Transport Pokémon; 45; 10240; 1250000; 2 HP Point(s); Blue; 60; Water Absorb; 70; 190 - 237; 370 - 464; 190 - 237; 370 - 464; 190 - 237; 130; 1.0; 1.0; 0.5; 2.0; 2.0; 0.25; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; It loves crossing the sea with people and Pokmon on its back. It understands human speech.; It loves crossing the sea with people and Pokmon on its back. It understands human speech.; It loves crossing the sea with people and Pokmon on its back. It understands human speech.; They have gentle hearts. Because they rarely fight, many have been caught. Their number has dwindled.; It ferries people across the sea on its back. It may sing an enchanting cry if it is in a good mood.; 
Ditto; 132; Normal; None; Ditto; Ditto; 0.3; 4.0; None; Transform Pokémon; 35; 5120; 1000000; 1 HP Point(s); Purple; 90; Limber; 70; 108 - 155; 206 - 300; 108 - 155; 206 - 300; 108 - 155; 48; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; It has the ability to reconstitute its entire cellular structure to transform into whatever it sees.; It has the ability to reconstitute its entire cellular structure to transform into whatever it sees.; It has the ability to reconstitute its entire cellular structure to transform into whatever it sees.; It can transform into anything. When it sleeps, it changes into a stone to avoid being attacked.; Its transformation ability is perfect. However, if made to laugh, it cant maintain its disguise.; 
Eevee; 133; Normal; None; Ground; Ground; 0.3; 6.5; 87.5; Evolution Pokémon; 45; 8960; 1000000; 1 Sp. Defense Point(s); Brown; 0; Run Away; 70; 115 - 162; 220 - 314; 115 - 162; 220 - 314; 115 - 162; 55; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; A rare Pokmon that adapts to harsh environments by taking on different evolutionary forms.; A rare Pokmon that adapts to harsh environments by taking on different evolutionary forms.; Because its genetic makeup is irregular, it quickly changes its form due to a variety of causes.; It has the ability to alter the composition of its body to suit its surrounding environment.; Its irregularly configured DNA is affected by its surroundings. It evolves if its environment changes.; 
Vaporeon; 134; Water; None; Ground; Ground; 1.0; 29.0; 87.5; Bubble Jet Pokémon; 45; 8960; 1000000; 2 HP Point(s); Blue; 0; Water Absorb; 70; 190 - 237; 370 - 464; 190 - 237; 370 - 464; 190 - 237; 130; 1.0; 0.5; 0.5; 2.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; It has evolved to be suitable for an aquatic life. It can invisibly melt away into water.; It has evolved to be suitable for an aquatic life. It can invisibly melt away into water.; Its cell composition is similar to water molecules. As a result, it can melt away into water.; When VAPOREONs fins begin to vibrate, it is a sign that rain will come within a few hours.; It prefers beautiful shores. With cells similar to water molecules, it could melt in water.; 
Jolteon; 135; Electric; None; Ground; Ground; 0.8; 24.5; 87.5; Lightning Pokémon; 45; 8960; 1000000; 2 Speed Point(s); Yellow; 0; Volt Absorb; 70; 125 - 172; 240 - 334; 125 - 172; 240 - 334; 125 - 172; 65; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; It controls 10,000-volt power and can raise all the fur on its body as if it were sharp needles.; It controls 10,000-volt power and can raise all the fur on its body as if it were sharp needles.; If agitated, it uses electricity to straighten out its fur and launch it in small bunches.; It concentrates the weak electric charges emitted by its cells and launches wicked lightning bolts.; Every hair on its body starts to stand sharply on end if it becomes charged with electricity.; 
Flareon; 136; Fire; None; Ground; Ground; 0.9; 25.0; 87.5; Flame Pokémon; 45; 8960; 1000000; 2 Attack Point(s); Red; 0; Flash Fire; 70; 125 - 172; 240 - 334; 125 - 172; 240 - 334; 125 - 172; 65; 1.0; 0.5; 2.0; 0.5; 1.0; 0.5; 1.0; 1.0; 2.0; 1.0; 1.0; 0.5; 2.0; 1.0; 1.0; 1.0; 0.5; It has a flame sac in its body. Its body temperature tops 1,650 degrees Fahrenheit before battle.; It has a flame sac in its body. Its body temperature tops 1,650 degrees Fahrenheit before battle.; Inhaled air is heated in the flame sac in its body to an intense fire over 3,000 degrees Fahrenheit.; It stores some of the air it inhales in its internal flame pouch, which heats it to over 3,000 degrees Fahrenheit.; It fluffs out its fur collar to cool down its body temperature, which can reach 1,650 degrees Fahrenheit.; 
Porygon; 137; Normal; None; Mineral; Mineral; 0.8; 36.5; None; Virtual Pokémon; 45; 5120; 1000000; 1 Sp. Attack Point(s); Pink; 0; Trace; 70; 125 - 172; 240 - 334; 125 - 172; 240 - 334; 125 - 172; 65; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; The worlds first artificially created Pokmon. It can travel through electronic space.; The worlds first artificially created Pokmon. It can travel through electronic space.; A man-made Pokmon created using advanced scientific means. It can move freely in cyberspace.; It is a manmade Pokmon. Since it doesnt breathe, people are eager to try it in any environment.; A manmade Pokmon that came about as a result of research. It is programmed with only basic motions.; 
Omanyte; 138; Rock; Water; Water 1; Water 3; 0.4; 7.5; 87.5; Spiral Pokémon; 45; 7680; 1000000; 1 Defense Point(s); Blue; 0; Swift Swim; 70; 95 - 142; 180 - 274; 95 - 142; 180 - 274; 95 - 142; 35; 0.5; 0.25; 1.0; 4.0; 2.0; 0.5; 2.0; 0.5; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; A Pokmon that was resurrected from a fossil using modern science. It swam in ancient seas.; A Pokmon that was resurrected from a fossil using modern science. It swam in ancient seas.; A Pokmon that was resurrected from a fossil using modern science. It swam in ancient seas.; Revived from an ancient fossil, this Pokmon uses air stored in its shell to sink and rise in water.; This Pokmon from ancient times is said to have navigated the sea by adeptly twisting its 10 tentacles.; 
Omastar; 139; Rock; Water; Water 1; Water 3; 1.0; 35.0; 87.5; Spiral Pokémon; 45; 7680; 1000000; 2 Defense Point(s); Blue; 0; Swift Swim; 70; 130 - 177; 250 - 344; 130 - 177; 250 - 344; 130 - 177; 70; 0.5; 0.25; 1.0; 4.0; 2.0; 0.5; 2.0; 0.5; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; It is thought that this Pokmon became extinct because its spiral shell grew too large.; It is thought that this Pokmon became extinct because its spiral shell grew too large.; It is thought that this Pokmon became extinct because its spiral shell grew too large.; Apparently, it cracked SHELLDERs shell with its sharp fangs and sucked out the insides.; Once wrapped around its prey, it never lets go. It eats the prey by tearing at it with sharp fangs.; 
Kabuto; 140; Rock; Water; Water 1; Water 3; 0.5; 11.5; 87.5; Shellfish Pokémon; 45; 7680; 1000000; 1 Defense Point(s); Brown; 0; Swift Swim; 70; 90 - 137; 170 - 264; 90 - 137; 170 - 264; 90 - 137; 30; 0.5; 0.25; 1.0; 4.0; 2.0; 0.5; 2.0; 0.5; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.; It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.; It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.; On rare occasions, some have been found as fossils which they became while hiding on the ocean floor.; This Pokmon lived in ancient times. On rare occasions, it has been discovered as a living fossil.; 
Kabutops; 141; Rock; Water; Water 1; Water 3; 1.3; 40.5; 87.5; Shellfish Pokémon; 45; 7680; 1000000; 2 Attack Point(s); Brown; 0; Swift Swim; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 0.5; 0.25; 1.0; 4.0; 2.0; 0.5; 2.0; 0.5; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; It is thought that this Pokmon came onto land because its prey adapted to life on land.; It is thought that this Pokmon came onto land because its prey adapted to life on land.; It is thought that this Pokmon came onto land because its prey adapted to life on land.; In the water, it tucks in its limbs to become more compact, then it wiggles its shell to swim fast.; With sharp claws, this ferocious, ancient Pokmon rips apart prey and sucks their body fluids.; 
